,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race,unrelated_column
1357,19,1,3,-2,True,False,False,True,True,0
1358,42,0,6,51,True,False,False,True,False,0
1359,32,1,2,5,True,False,False,True,True,0
1360,28,1,2,2,True,False,False,True,False,0
1361,48,1,1,141,True,False,False,True,True,1
1362,50,0,0,4,False,False,False,True,False,1
1363,25,0,1,3,True,False,False,True,False,0
1364,38,1,3,0,True,False,False,True,False,0
1365,42,0,0,3,True,True,False,True,True,0
1366,33,0,1,3,True,True,True,False,False,1
1367,60,0,0,2,True,False,False,True,True,0
1368,57,0,0,4,False,True,True,False,False,0
1369,24,0,8,-2,True,False,False,True,True,1
1370,54,0,1,3,False,False,False,True,False,1
1371,25,0,0,1,True,False,True,False,True,0
1372,19,0,3,1,True,False,False,True,True,0
1373,25,1,2,1,True,False,False,True,True,0
1374,63,1,2,0,True,False,False,True,True,1
1375,42,0,0,1,False,True,True,False,False,1
1376,46,0,2,4,True,False,False,True,False,1
1377,20,1,2,1,True,False,False,True,True,1
1378,33,1,3,4,True,True,False,True,False,0
1379,30,1,2,39,True,False,False,True,True,0
1380,26,1,1,1,True,False,False,True,False,1
1381,63,1,4,0,True,False,False,True,False,0
1382,25,1,0,2,True,False,False,True,False,1
1383,19,0,0,12,True,False,False,True,True,0
1384,57,0,1,2,False,True,True,False,False,0
1385,22,0,1,1,True,False,False,True,True,1
1386,23,0,2,4,False,True,True,False,False,0
1387,54,0,2,2,False,True,False,True,False,1
1388,36,0,1,1,False,True,False,True,False,0
1389,61,0,0,1,False,True,False,True,False,0
1390,58,1,1,-1,False,True,True,True,False,1
1391,30,1,1,2,True,False,False,True,False,1
1392,33,0,0,2,False,True,True,False,False,1
1393,23,0,0,27,True,False,True,False,True,1
1394,29,1,0,2,True,True,False,True,False,0
1395,67,0,3,4,True,False,True,False,False,1
1396,27,1,2,-7,True,False,False,True,False,0
1397,53,1,3,4,False,True,False,True,False,1
1398,74,0,2,2,True,False,False,True,False,0
1399,23,1,3,20,True,False,False,True,True,1
1400,64,0,1,51,False,False,False,True,True,1
1401,36,0,2,59,False,True,False,True,False,1
1402,27,1,15,-1,False,True,False,True,False,1
1403,49,1,0,54,True,False,False,True,False,1
1404,44,1,4,-2,True,False,False,True,True,0
1405,49,0,1,-5,True,False,False,True,True,0
1406,27,0,0,3,False,True,True,False,False,0
1407,59,0,0,2,False,True,False,False,False,0
1408,48,0,0,1,False,True,False,True,False,1
1409,29,1,6,67,True,False,False,True,False,0
1410,25,0,0,2,True,False,False,True,True,1
1411,43,0,6,0,False,True,False,True,True,1
1412,39,0,1,-1,False,True,True,True,False,1
1413,32,0,0,4,False,True,True,True,False,0
1414,59,0,11,3,False,True,True,False,False,1
1415,26,0,2,2,True,False,True,True,True,0
1416,46,0,4,-1,True,False,True,False,False,1
1417,49,0,0,-1,True,False,False,True,False,1
1418,51,0,3,2,True,False,False,True,True,0
1419,17,0,2,0,False,True,False,True,False,1
1420,32,0,4,-38,True,False,False,True,True,0
1421,20,1,2,2,True,False,True,False,False,0
1422,21,1,1,0,True,False,False,True,True,0
1423,55,0,0,1,True,True,True,False,False,1
1424,27,1,0,29,True,False,False,True,True,1
1425,32,0,1,1,True,False,False,True,False,0
1426,28,1,2,-1,True,False,False,True,True,1
1427,37,1,2,-1,True,False,False,True,True,0
1428,35,0,0,0,False,True,True,False,False,0
1429,31,0,0,2,False,True,True,False,False,1
1430,18,1,1,15,True,False,False,True,True,1
1431,43,1,2,1,True,False,False,True,True,0
1432,35,0,2,1,True,False,False,True,False,1
1433,28,1,1,2,False,True,False,True,False,0
1434,41,0,2,-1,True,False,False,True,True,0
1435,24,0,20,2,True,False,False,True,False,0
1436,33,1,8,1,True,False,False,True,False,1
1437,29,0,7,1,True,False,False,True,True,0
1438,23,1,2,-1,True,False,False,True,True,0
1439,22,1,1,-2,True,True,False,True,False,1
1440,19,1,15,0,False,True,True,False,True,1
1441,51,0,2,2,True,False,False,True,False,0
1442,28,1,2,81,True,False,False,True,True,1
1443,24,1,2,-1,True,False,False,True,True,0
1444,47,1,13,1,True,False,False,True,False,1
1445,28,0,0,3,False,True,False,True,False,0
1446,50,1,1,97,False,False,False,True,False,0
1447,35,0,0,2,False,True,True,False,False,1
1448,27,1,1,-2,True,False,False,True,False,0
1449,28,0,4,1,False,True,False,True,True,0
1450,23,1,0,0,True,False,False,True,False,0
1451,34,0,0,0,False,True,True,True,False,1
1452,75,0,0,3,False,True,True,True,False,1
1453,23,0,0,243,False,True,False,True,True,0
1454,36,0,1,1,True,False,False,True,True,0
1455,25,0,2,2,False,False,False,False,False,1
1456,34,0,0,3,True,True,False,True,False,1
1457,24,0,1,1,True,False,False,True,True,0
1458,27,0,7,62,True,False,False,True,False,1
1459,45,0,0,1,False,True,True,True,False,1
1460,41,0,3,-1,True,True,False,True,False,0
1461,32,1,1,1,True,False,False,True,False,0
1462,68,0,3,1,True,False,True,False,False,0
1463,49,1,18,2,True,False,False,True,True,0
1464,28,0,0,3,True,False,False,True,False,1
1465,31,1,8,1,False,False,True,True,False,0
1466,69,0,0,-2,False,False,True,True,False,0
1467,30,1,3,1,True,False,False,True,True,1
1468,39,1,2,-1,True,False,False,False,True,1
1469,24,1,2,4,True,False,False,True,True,1
1470,38,0,3,2,False,True,False,True,False,1
1471,30,0,5,12,False,True,True,True,False,0
1472,27,1,1,-1,True,False,False,True,False,0
1473,76,0,1,2,False,True,False,True,False,1
1474,30,1,3,2,True,False,False,True,True,0
1475,30,0,0,1,False,True,True,True,False,1
1476,27,0,17,1,True,False,True,False,True,0
1477,41,0,0,52,True,False,True,True,True,1
1478,36,0,4,-1,True,False,False,True,True,0
1479,29,1,1,2,True,False,False,True,False,1
1480,40,0,9,0,False,True,False,True,False,1
1481,34,0,1,1,False,True,False,True,False,0
1482,39,0,8,3,False,True,True,False,False,0
1483,27,1,3,18,True,False,False,True,False,1
1484,31,1,2,0,True,False,False,True,False,0
1485,33,1,2,6,True,False,False,True,False,0
1486,25,1,4,0,True,False,False,True,True,1
1487,55,1,3,-1,True,False,False,True,False,1
1488,28,1,15,52,True,False,False,True,True,1
1489,35,1,2,6,True,False,False,True,True,0
1490,36,0,0,1,True,False,False,True,True,1
1491,49,0,0,2,False,True,False,True,False,1
1492,52,1,2,1,True,False,False,True,False,1
1493,50,1,17,2,False,False,True,False,True,0
1494,30,0,0,68,True,True,False,True,False,1
1495,73,0,0,-1,False,True,True,True,False,1
1496,46,0,6,1,True,True,False,True,False,1
1497,27,0,0,0,False,False,False,True,False,0
1498,45,1,0,13,True,False,False,True,True,1
1499,41,0,0,3,False,True,True,False,False,1
1500,16,1,2,8,True,False,False,True,False,1
1501,33,0,2,4,False,True,True,False,False,1
1502,25,0,2,43,True,False,False,True,True,0
1503,23,0,14,1,False,False,True,False,False,0
1504,66,1,10,2,True,False,False,True,False,1
1505,48,0,2,257,True,False,False,True,False,0
1506,48,0,9,0,False,False,False,True,False,1
1507,28,1,1,-1,True,False,False,True,True,0
1508,66,0,7,1,True,False,False,True,True,1
1509,69,0,1,89,True,False,False,True,False,0
1510,23,1,9,-1,True,False,False,True,True,1
1511,22,0,15,3,False,True,True,False,False,1
1512,59,0,0,0,False,True,True,False,False,0
1513,41,1,2,2,True,True,False,True,False,1
1514,34,0,2,0,False,False,False,True,False,1
1515,36,1,3,2,True,False,True,True,False,0
1516,58,0,0,-2,False,True,False,True,False,1
1517,17,1,2,-2,True,False,False,True,True,1
1518,52,0,0,-2,True,False,False,False,True,0
1519,41,0,1,0,False,True,False,True,False,1
1520,37,0,0,1,False,True,False,False,False,0
1521,35,0,1,0,True,False,False,True,False,0
1522,28,1,1,50,True,False,False,True,True,0
1523,19,1,1,98,True,False,False,True,True,0
1524,22,1,1,-2,True,False,False,True,True,0
1525,21,0,0,1,True,True,False,True,False,1
1526,36,0,0,0,False,False,True,True,True,0
1527,32,0,17,216,True,False,False,True,False,0
1528,53,0,0,3,False,True,True,True,False,1
1529,36,1,2,-1,True,False,False,True,False,0
1530,25,0,0,0,True,False,False,True,False,1
1531,27,1,7,47,True,False,False,True,True,1
1532,48,0,3,2,False,False,False,True,False,1
1533,30,0,0,3,False,True,False,False,False,1
1534,27,0,14,2,False,True,False,True,False,1
1535,19,1,2,-2,True,False,False,True,True,1
1536,46,1,1,0,True,False,False,True,True,1
1537,47,0,2,1,False,True,False,True,False,1
1538,23,0,0,-2,False,True,True,False,False,1
1539,34,1,0,3,True,False,False,True,True,1
1540,31,1,11,29,True,False,False,True,False,1
1541,25,1,1,3,True,False,True,False,False,1
1542,62,0,9,0,False,True,False,True,False,0
1543,27,0,0,2,False,True,False,True,False,1
1544,22,1,2,0,True,True,False,True,True,0
1545,32,1,2,2,True,False,False,True,True,0
1546,21,0,0,1,False,True,True,True,True,0
1547,23,1,2,0,True,True,False,True,True,0
1548,25,0,0,9,False,True,True,False,False,1
1549,18,0,2,8,True,False,False,True,False,0
1550,46,1,0,-4,True,False,False,True,True,0
1551,34,0,0,2,True,True,False,True,True,0
1552,27,1,2,-3,True,False,False,True,True,0
1553,36,0,0,1,False,True,False,True,False,1
1554,56,0,0,-1,False,True,False,False,False,1
1555,68,1,0,21,True,False,False,False,False,0
1556,30,0,0,3,False,False,True,False,False,0
1557,29,0,5,3,True,False,False,False,False,1
1558,23,1,4,-1,False,False,False,True,False,0
1559,25,0,3,0,True,False,False,True,False,1
1560,64,1,1,-1,True,False,False,True,True,0
1561,42,1,9,-1,True,False,False,True,True,1
1562,25,1,0,0,True,False,False,True,False,1
1563,40,1,2,11,True,False,False,True,False,0
1564,39,1,1,1,True,False,False,True,False,0
1565,30,0,0,85,False,False,True,False,False,0
1566,35,1,14,-1,True,False,False,True,False,1
1567,45,0,1,0,False,True,True,False,False,1
1568,25,1,4,-1,True,False,False,True,False,0
1569,22,0,1,0,True,False,True,False,False,0
1570,28,0,1,2,True,True,False,True,True,0
1571,39,0,0,0,False,True,False,True,False,1
1572,28,1,0,69,True,False,False,True,False,0
1573,38,1,1,-1,True,False,False,True,True,1
1574,75,0,2,2,True,False,False,True,False,1
1575,25,1,9,30,True,False,False,True,True,0
1576,50,0,3,0,False,True,True,True,False,1
1577,52,0,2,1,True,False,False,True,False,0
1578,45,1,2,-1,True,False,False,True,True,0
1579,30,0,0,95,True,False,False,True,True,0
1580,60,0,0,3,False,True,False,True,False,1
1581,21,1,11,39,True,False,False,True,True,1
1582,25,1,2,0,True,False,False,True,True,1
1583,66,1,0,6,True,True,False,True,False,1
1584,19,0,0,-2,False,True,True,True,False,0
1585,19,0,0,1,False,True,False,True,False,0
1586,28,0,2,0,True,False,True,True,False,0
1587,24,1,29,37,True,False,False,True,True,0
1588,29,0,2,1,True,False,False,True,False,1
1589,37,1,0,0,False,True,True,True,False,1
1590,37,0,0,2,False,True,False,True,False,1
1591,26,0,0,2,True,True,True,True,False,0
1592,22,0,0,1,False,True,True,False,False,1
1593,31,0,8,0,True,False,False,True,True,1
1594,27,0,2,0,True,False,True,False,False,1
1595,42,0,0,0,False,True,True,False,False,1
1596,58,1,9,9,True,False,False,True,True,1
1597,32,0,0,-2,False,True,True,False,False,0
1598,45,1,3,0,True,False,False,True,True,0
1599,17,0,0,-2,False,True,False,True,False,1
1600,48,0,2,0,False,True,True,False,False,1
1601,25,1,1,1,True,False,False,True,True,1
1602,76,0,0,50,True,False,False,True,True,0
1603,35,0,0,1,False,True,False,True,False,1
1604,36,0,1,-1,True,False,True,True,True,0
1605,61,1,6,1,True,False,False,True,True,0
1606,27,1,25,2,True,False,False,True,True,0
1607,21,1,5,40,True,False,False,True,True,1
1608,51,0,2,1,False,True,True,False,False,1
1609,21,0,0,2,False,True,True,False,False,0
1610,34,0,11,0,False,True,False,False,False,1
1611,41,0,0,3,False,True,False,True,False,1
1612,53,0,0,1,False,False,True,False,False,1
1613,26,0,6,50,True,False,False,True,False,1
1614,38,0,6,-1,True,False,False,True,True,0
1615,20,1,0,3,True,False,False,True,True,1
1616,25,0,1,3,False,True,True,False,False,1
1617,25,0,0,2,False,True,True,False,False,0
1618,29,1,4,3,False,False,False,True,False,0
1619,29,1,21,2,True,False,False,True,True,0
1620,38,1,2,2,True,False,False,True,True,0
1621,48,0,3,3,False,True,True,True,False,0
1622,36,1,0,-2,False,True,False,True,False,1
1623,37,1,1,-2,True,False,False,True,True,0
1624,24,0,13,1,True,False,True,False,False,1
1625,20,1,7,-1,True,True,False,True,True,1
1626,33,0,10,12,True,False,True,True,False,0
1627,47,1,2,2,True,False,False,True,False,1
1628,43,0,0,3,False,True,True,False,False,0
1629,29,1,2,2,True,False,False,True,True,0
1630,23,1,15,2,True,False,False,True,True,0
1631,66,1,6,54,True,False,False,True,True,1
1632,35,0,0,2,False,True,True,False,False,1
1633,31,0,2,1,False,True,True,False,True,0
1634,51,0,0,1,False,True,True,False,False,1
1635,33,0,3,-2,True,False,True,True,False,0
1636,50,0,0,2,True,False,False,True,True,1
1637,31,1,1,1,True,False,False,True,True,1
1638,21,0,1,0,False,True,False,True,False,1
1639,23,0,3,0,True,False,True,False,False,0
1640,22,1,1,0,True,False,False,True,False,1
1641,75,1,7,3,False,False,False,True,False,1
1642,49,1,2,2,True,False,False,True,False,1
1643,26,0,3,0,False,False,False,True,False,1
1644,67,0,2,1,False,True,False,True,True,0
1645,36,1,8,4,True,False,False,True,False,0
1646,19,1,0,4,True,False,False,True,False,0
1647,25,1,2,0,True,False,False,True,False,0
1648,17,0,0,0,False,True,True,False,False,0
1649,26,0,2,-2,True,False,False,True,False,1
1650,43,0,0,3,False,True,True,False,False,0
1651,23,1,0,2,True,False,False,True,True,1
1652,73,0,3,2,True,False,False,True,False,1
1653,25,1,0,5,True,False,False,True,True,0
1654,36,0,0,0,True,False,False,True,True,0
1655,35,0,1,-2,True,False,False,True,True,1
1656,20,1,3,22,True,False,False,True,True,1
1657,36,1,12,5,False,False,False,True,True,1
1658,62,0,0,4,False,True,True,True,False,1
1659,60,1,9,2,True,False,False,True,True,0
1660,33,1,6,0,True,False,False,True,True,0
1661,47,0,0,46,False,True,True,False,False,1
1662,34,0,5,1,True,True,True,False,False,1
1663,35,0,1,2,False,True,True,True,False,1
1664,25,0,0,-1,False,False,True,True,False,1
1665,32,1,2,0,True,False,False,True,False,1
1666,21,1,3,92,True,False,False,True,True,0
1667,31,0,0,2,False,True,False,True,False,0
1668,33,0,7,4,True,False,True,False,True,1
1669,63,1,2,0,True,False,False,True,True,0
1670,26,0,0,-1,False,True,True,False,False,0
1671,30,0,5,2,False,True,False,True,False,1
1672,29,0,2,-1,True,False,False,True,False,0
1673,29,0,0,2,False,True,True,True,False,0
1674,35,0,0,3,True,True,True,False,False,0
1675,47,1,0,2,True,False,False,True,False,1
1676,31,1,25,3,True,False,False,True,False,1
1677,44,0,8,204,False,False,False,False,True,1
1678,20,1,1,6,True,False,False,True,True,0
1679,55,1,0,3,False,False,False,True,False,1
1680,28,1,0,2,False,True,False,True,True,1
1681,22,0,0,0,True,True,True,False,False,1
1682,26,1,2,5,True,False,False,True,False,0
1683,27,0,1,2,False,True,True,False,False,1
1684,49,0,0,2,False,False,True,False,False,0
1685,26,0,3,4,True,False,False,True,False,0
1686,26,0,0,2,False,True,False,True,False,0
1687,26,1,2,3,True,False,False,True,True,1
1688,32,1,0,1,True,True,False,True,False,0
1689,56,0,0,12,True,False,True,False,False,1
1690,45,0,1,2,True,True,False,True,False,1
1691,40,0,1,3,False,True,False,True,False,1
1692,30,1,0,18,True,False,False,True,True,0
1693,24,1,5,1,True,False,False,True,True,0
1694,50,1,0,-1,False,False,True,True,True,1
1695,68,1,1,3,True,False,False,True,True,1
1696,32,0,2,3,False,True,False,True,False,0
1697,54,1,3,0,True,False,False,True,True,1
1698,25,0,0,1,False,True,True,False,True,1
1699,29,0,1,4,False,True,False,True,False,1
1700,26,0,0,0,False,True,True,True,False,0
1701,43,0,5,3,False,False,False,True,False,1
1702,22,1,0,0,False,False,False,True,True,1
1703,22,1,3,-1,False,False,False,True,True,1
1704,47,1,10,1,True,False,True,False,True,0
1705,48,0,4,2,True,False,True,False,True,1
1706,19,1,6,1,True,False,False,True,True,1
1707,62,1,2,1,False,False,False,True,False,1
1708,67,0,1,2,False,True,True,True,False,0
1709,26,0,1,2,False,True,True,False,False,1
1710,34,0,1,-1,False,True,False,True,False,1
1711,46,1,1,3,True,False,False,True,True,0
1712,39,0,0,2,True,False,False,True,True,0
1713,36,0,0,3,True,False,False,True,False,0
1714,59,1,3,3,True,True,False,True,False,0
1715,31,0,4,14,True,False,False,True,False,0
1716,73,1,2,32,True,False,False,True,True,1
1717,24,1,7,23,True,False,False,True,False,0
1718,30,0,1,-3,False,False,False,True,False,1
1719,41,0,0,1,False,True,False,True,False,1
1720,41,1,14,1,True,False,False,True,True,0
1721,60,0,1,2,False,True,True,False,False,0
1722,25,1,2,-2,False,True,True,False,False,0
1723,29,1,18,2,True,False,False,True,True,0
1724,53,0,0,3,False,True,True,False,False,0
1725,25,0,9,3,False,True,True,True,False,1
1726,48,1,0,2,False,True,False,False,False,1
1727,52,0,1,1,False,False,False,True,False,0
1728,40,0,1,1,True,True,False,True,True,1
1729,26,0,0,-2,False,True,True,True,False,0
1730,25,1,1,0,True,False,True,True,True,0
1731,33,1,6,4,True,False,False,True,True,0
1732,24,1,2,0,False,False,False,True,True,0
1733,35,1,0,39,True,False,False,True,False,1
1734,40,1,0,1,True,False,False,True,False,1
1735,26,0,0,2,True,False,False,True,False,0
1736,19,1,0,1,True,False,False,True,False,0
1737,36,1,2,164,True,False,False,True,True,1
1738,37,1,1,3,True,False,False,True,True,1
1739,25,1,0,-1,False,False,False,True,False,0
1740,34,0,2,18,False,True,True,True,False,0
1741,62,0,2,-1,True,True,False,True,False,1
1742,66,0,7,2,False,True,False,True,False,1
1743,44,0,4,1,False,True,True,False,True,0
1744,41,0,1,1,False,False,True,True,False,1
1745,34,0,2,4,False,True,False,True,False,1
1746,43,0,0,2,False,True,True,False,False,0
1747,32,0,1,3,True,False,False,True,False,1
1748,25,0,10,3,False,True,False,True,False,0
1749,54,1,2,0,True,False,False,True,False,1
1750,57,0,0,13,True,True,False,True,False,1
1751,27,0,0,-1,True,True,True,False,False,0
1752,28,0,0,1,False,True,False,False,False,1
1753,66,0,5,3,False,False,False,True,False,1
1754,43,1,2,1,False,True,False,True,False,0
1755,27,0,11,1,False,True,False,True,False,0
1756,38,1,0,2,True,False,False,True,False,1
1757,53,1,1,1,True,True,False,True,True,0
1758,39,0,0,-1,False,True,False,True,False,0
1759,26,1,5,6,True,False,False,True,True,1
1760,32,0,1,1,True,False,False,True,True,0
1761,21,1,2,3,True,False,False,True,True,0
1762,74,0,1,3,False,True,False,False,False,1
1763,25,0,17,2,True,False,False,True,True,0
1764,71,1,5,3,True,False,False,True,True,0
1765,72,1,1,36,True,False,False,True,True,1
1766,38,0,0,0,False,True,True,False,False,0
1767,26,1,1,7,True,False,False,True,True,0
1768,28,1,2,0,True,False,False,True,True,1
1769,39,1,1,-1,True,False,False,True,True,0
1770,23,0,7,1,True,False,False,False,False,1
1771,18,1,2,1,True,False,False,True,True,0
1772,41,0,1,3,False,False,False,True,False,0
1773,23,0,3,1,True,False,False,True,False,1
1774,34,0,0,1,False,True,False,True,False,0
1775,34,0,2,4,False,True,False,True,False,1
1776,33,1,4,1,True,False,False,True,True,0
1777,59,0,0,1,False,True,False,True,False,0
1778,18,1,3,2,True,True,True,False,False,1
1779,52,0,0,2,False,True,True,True,False,1
1780,26,1,2,1,True,False,False,True,False,1
1781,42,0,1,1,False,True,True,False,False,1
1782,27,0,9,4,True,False,False,True,False,1
1783,21,1,15,1,True,False,False,True,False,0
1784,43,0,0,1,True,False,False,True,False,0
1785,27,1,20,98,False,True,True,False,False,0
1786,28,0,0,-1,False,True,False,True,False,0
1787,23,1,2,0,True,False,False,True,True,0
1788,53,0,1,-1,False,True,False,False,False,1
1789,60,1,0,0,True,False,False,True,True,1
1790,29,0,0,2,False,True,False,True,False,1
1791,42,1,1,0,True,False,False,True,True,1
1792,42,0,0,3,False,True,True,True,False,1
1793,44,0,4,1,False,False,False,True,False,1
1794,29,0,1,1,False,False,False,True,True,1
1795,21,0,3,1,True,False,True,False,True,0
1796,73,1,1,4,False,True,False,True,False,1
1797,40,0,3,1,False,True,False,True,False,1
1798,45,1,1,3,True,True,False,True,True,1
1799,43,1,4,-1,True,False,False,True,True,1
1800,35,1,2,3,True,False,False,True,True,0
1801,40,0,6,4,True,False,False,True,False,0
1802,33,1,1,3,False,True,True,False,False,1
1803,27,1,3,3,True,False,False,True,True,0
1804,51,1,1,52,True,False,False,True,True,0
1805,50,0,4,1,True,False,False,True,False,1
1806,19,0,1,-2,False,True,True,False,False,1
1807,27,1,5,45,True,False,False,True,True,0
1808,56,1,2,2,True,False,False,True,True,1
1809,27,1,3,2,True,False,False,True,False,0
1810,21,1,23,64,True,False,False,True,False,1
1811,21,1,11,0,True,False,False,True,True,0
1812,38,0,1,1,True,False,False,True,True,0
1813,35,1,3,14,True,False,False,True,False,1
1814,38,0,2,-1,False,False,True,True,True,1
1815,32,0,0,3,False,True,False,True,False,1
1816,38,0,3,-1,True,True,False,True,False,0
1817,36,1,1,0,True,False,False,True,False,1
1818,20,1,1,52,True,False,False,True,True,1
1819,42,1,0,0,False,False,False,True,True,1
1820,32,0,1,16,False,True,False,True,True,0
1821,49,1,8,11,True,False,False,True,True,1
1822,21,0,1,12,True,False,True,False,False,1
1823,24,1,0,9,True,False,False,True,True,0
1824,34,0,3,4,True,False,False,False,True,1
1825,33,0,1,-1,True,False,False,True,True,1
1826,64,0,0,12,True,False,False,True,True,0
1827,37,1,1,1,False,True,True,False,False,0
1828,23,0,0,2,True,False,False,True,True,0
1829,31,0,0,-2,False,True,True,False,False,0
1830,20,0,0,4,False,True,True,False,False,1
1831,86,0,3,2,True,False,False,True,False,0
1832,21,1,2,45,True,False,False,True,True,0
1833,38,1,1,2,True,False,False,True,True,0
1834,26,1,18,3,True,False,False,True,True,1
1835,36,1,2,287,True,True,False,True,False,0
1836,17,0,3,5,True,False,False,True,True,1
1837,58,1,2,3,True,False,False,True,False,1
1838,40,0,0,-1,False,True,True,False,False,0
1839,49,0,1,-1,False,True,False,True,True,0
1840,21,1,14,19,True,False,False,True,True,1
1841,36,0,0,1,False,True,True,False,False,0
1842,24,1,3,0,True,False,False,True,False,1
1843,23,1,0,1,True,False,False,True,True,1
1844,69,1,0,3,True,False,False,True,False,1
1845,29,1,3,2,True,False,False,True,False,1
1846,45,1,3,24,True,False,False,True,True,1
1847,30,0,0,-1,False,False,True,False,False,1
1848,38,0,1,0,True,False,False,True,False,0
1849,23,1,0,2,True,False,False,True,True,0
1850,47,0,2,3,True,False,False,True,True,0
1851,26,0,0,2,False,True,True,False,False,0
1852,28,1,2,3,True,False,False,True,False,1
1853,27,0,2,1,True,False,True,True,False,0
1854,21,1,13,25,True,False,False,True,True,1
1855,40,1,0,-1,True,False,False,True,False,1
1856,54,1,5,3,True,False,True,True,True,0
1857,22,1,0,0,True,False,False,False,False,0
1858,22,0,0,-1,True,True,False,False,False,0
1859,37,0,0,3,False,True,False,True,False,1
1860,35,1,2,3,True,False,False,True,False,1
1861,23,1,1,0,True,False,True,False,True,0
1862,45,0,1,0,False,True,True,True,False,0
1863,27,1,4,0,True,False,False,True,True,1
1864,27,0,0,1,True,False,False,True,True,0
1865,39,0,0,0,False,True,False,True,False,0
1866,61,0,0,3,False,True,False,True,False,1
1867,28,1,1,-1,True,False,False,True,False,0
1868,69,1,2,6,True,False,False,True,False,1
1869,37,1,4,-2,False,True,False,True,True,1
1870,36,0,0,2,True,False,False,True,True,1
1871,38,0,3,1,True,False,False,True,False,0
1872,39,1,3,79,True,False,False,True,False,0
1873,27,1,5,1,True,False,False,True,True,1
1874,33,0,2,2,False,True,True,False,False,0
1875,27,0,0,2,False,True,True,True,False,0
1876,62,0,0,4,False,True,True,False,False,0
1877,31,1,0,2,True,False,False,True,False,1
1878,30,0,1,2,False,True,True,False,False,1
1879,23,0,5,2,False,True,True,False,False,0
1880,41,0,0,42,False,True,False,True,False,1
1881,52,0,1,0,True,False,False,True,False,1
1882,27,0,2,0,False,True,False,True,False,0
1883,30,0,0,1,False,True,False,True,False,1
1884,47,0,0,3,False,True,False,True,False,0
1885,42,0,0,27,False,True,True,False,False,0
1886,30,0,13,0,True,False,False,True,True,0
1887,34,1,0,-1,True,False,False,True,True,1
1888,27,0,2,0,True,False,False,True,False,0
1889,47,0,2,2,False,True,True,True,False,1
1890,23,0,1,5,True,False,False,True,True,0
1891,23,1,0,2,True,False,False,True,False,1
1892,46,0,21,3,True,False,False,True,False,1
1893,27,1,4,1,True,False,False,True,True,0
1894,31,0,1,38,True,False,False,True,False,0
1895,64,0,3,1,False,True,False,False,False,0
1896,49,1,2,2,True,False,False,True,False,1
1897,23,0,12,-2,False,True,True,False,False,0
1898,35,1,2,-1,False,True,False,True,True,1
1899,20,1,0,1,True,False,False,True,False,1
1900,27,0,0,4,False,True,False,True,False,1
1901,30,0,0,0,False,True,True,False,False,0
1902,24,1,1,3,True,False,False,True,True,0
1903,52,1,3,26,True,True,False,True,False,0
1904,17,1,0,9,True,False,False,True,True,0
1905,26,1,3,3,True,False,False,True,True,0
1906,17,0,1,1,True,True,False,True,False,0
1907,35,0,1,2,False,True,True,False,False,0
1908,27,1,2,-1,True,False,False,True,True,0
1909,61,1,8,3,True,False,False,True,False,0
1910,46,0,0,0,False,True,False,True,False,0
1911,37,1,1,133,True,False,False,True,False,1
1912,18,0,0,0,False,False,True,True,False,0
1913,37,0,0,1,False,True,True,False,False,0
1914,20,1,2,1,True,False,False,True,True,0
1915,35,0,0,-1,False,True,True,False,False,1
1916,65,0,2,2,True,False,False,True,False,0
1917,30,0,1,0,False,False,False,True,True,0
1918,23,1,1,21,True,False,False,True,True,1
1919,29,0,17,20,True,False,False,True,False,0
1920,23,1,1,4,True,False,False,True,True,0
1921,27,1,5,-3,True,False,False,True,True,1
1922,27,1,1,-2,False,True,False,True,False,1
1923,39,0,0,-1,False,True,False,True,False,1
1924,21,0,0,2,True,False,False,True,False,0
1925,39,1,1,3,True,False,False,True,True,1
1926,24,0,1,1,False,True,True,False,False,0
1927,25,1,15,104,True,False,False,True,True,1
1928,42,0,1,2,False,True,False,True,False,1
1929,42,0,20,3,False,False,False,True,False,0
1930,62,0,1,-1,False,True,False,True,False,1
1931,24,1,1,-1,True,False,False,True,True,1
1932,29,1,9,0,True,False,False,True,True,1
1933,53,1,11,4,True,False,False,True,False,0
1934,27,1,4,7,True,False,False,True,False,1
1935,41,0,1,0,True,True,False,True,True,0
1936,37,0,1,2,False,True,False,True,False,1
1937,54,1,2,0,True,False,False,True,True,0
1938,56,0,0,1,False,True,True,False,False,1
1939,27,1,1,0,False,True,False,False,False,1
1940,30,1,2,2,True,False,False,True,False,0
1941,25,0,0,1,True,False,True,True,False,0
1942,29,0,0,1,False,True,True,True,False,1
1943,81,1,5,1,True,False,False,True,False,1
1944,34,1,0,4,True,True,False,True,False,1
1945,46,1,3,2,True,False,False,True,False,1
1946,37,1,4,3,False,False,False,True,True,1
1947,34,1,10,23,True,False,False,True,True,0
1948,22,1,0,18,True,False,False,False,True,0
1949,58,0,2,2,True,True,True,True,False,0
1950,28,1,-1,1,True,False,False,True,True,0
1951,19,1,2,37,True,False,False,True,True,0
1952,18,1,9,0,True,False,False,True,True,0
1953,42,1,5,0,True,False,False,True,True,1
1954,30,1,2,2,True,False,False,True,True,1
1955,28,0,1,4,False,False,True,False,False,1
1956,21,1,5,-1,True,False,False,True,False,1
1957,34,0,1,3,True,False,False,True,True,1
